model,epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1
ResNet18 Stage1,5,0.5644126970486062,0.45432064494448543,0.8424192070960999,0.9047600030899048,0.8424192070960999,0.8582280874252319
ResNet18 Stage1,6,0.4846247604908354,0.3966320342634118,0.855603039264679,0.9103938937187195,0.855603039264679,0.8714219331741333
ResNet18 Stage1,7,0.43112482355877424,0.3556936736996734,0.8726612329483032,0.9157445430755615,0.8726612329483032,0.8858190178871155
ResNet18 Stage1,8,0.38763757538798604,0.3209383999006085,0.8899033069610596,0.9221057891845703,0.8899033069610596,0.9009130597114563
ResNet18 Stage1,9,0.35628272387662496,0.29719652166170457,0.8974919319152832,0.9224702715873718,0.8974919319152832,0.9064923524856567
ResNet18 Stage1,10,0.33165219157020875,0.2766851397655433,0.9011707305908203,0.927634060382843,0.9011707305908203,0.9112326502799988
ResNet18 Stage1,11,0.31437512313505855,0.259130426068625,0.9119753241539001,0.9272497892379761,0.9119753241539001,0.9180059432983398
ResNet18 Stage1,12,0.29838247041035587,0.24700796907851125,0.9124666452407837,0.9299534559249878,0.9124666452407837,0.9191179871559143
ResNet18 Stage1,13,0.2805590737952569,0.23792912149590317,0.9189900159835815,0.93117356300354,0.9189900159835815,0.9235919713973999
ResNet18 Stage1,14,0.2686226493321672,0.22756189437202326,0.9161072969436646,0.9358791708946228,0.9161072969436646,0.9233987331390381
ResNet18 Stage1,15,0.25576892570729287,0.2195771107979535,0.9156990051269531,0.9327093362808228,0.9156990051269531,0.9213908910751343
ResNet18 Stage2,1,0.10534482102926394,0.047261819628537836,0.9776837825775146,0.980903685092926,0.9776837825775146,0.9788564443588257
ResNet18 Stage2,2,0.0395468837030229,0.03892358509129619,0.9798942804336548,0.9830448627471924,0.9798942804336548,0.9812955260276794
ResNet18 Stage2,3,0.023793574731478986,0.03173163656312275,0.9811797738075256,0.9860738515853882,0.9811797738075256,0.9834668040275574
ResNet18 Stage2,4,0.019174413882635948,0.04178266518956829,0.9755160212516785,0.9839465022087097,0.9755160212516785,0.9791643619537354
ResNet18 Stage2,5,0.017176256361870087,0.03499742059609947,0.9820796251296997,0.9846816062927246,0.9820796251296997,0.9831474423408508
ResNet18 Stage2,6,0.013313770043762533,0.03152218136322977,0.9853039979934692,0.9885041117668152,0.9853039979934692,0.9867584705352783
ResNet18 Stage2,7,0.012169434681626515,0.02872181236463787,0.986335813999176,0.9895138740539551,0.986335813999176,0.9878695011138916
ResNet18 Stage2,8,0.010861494750133333,0.029874023257487753,0.9838868379592896,0.9858856201171875,0.9838868379592896,0.9847519397735596
ResNet18 Stage2,9,0.00990636776085425,0.024405119649121426,0.9891215562820435,0.9900457859039307,0.9891215562820435,0.9894751310348511
ResNet18 Stage2,10,0.009470454641860006,0.026990397551032372,0.9870069026947021,0.9855260848999023,0.9870069026947021,0.9861294031143188
ResNet18 Stage2,11,0.011038469226653929,0.03214180245449713,0.9865394234657288,0.9853155016899109,0.9865394234657288,0.9856098890304565
ResNet18 Stage2,12,0.008021088405820345,0.03097321623558964,0.9879753589630127,0.9835532307624817,0.9879753589630127,0.9855489730834961
ResNet18 Stage2,13,0.007402782909423968,0.02479709608913694,0.9896358251571655,0.9876893758773804,0.9896358251571655,0.9885982871055603
ResNet18 Stage2,14,0.0036494089802869504,0.019089395772497655,0.9914917945861816,0.9921123385429382,0.9914917945861816,0.9917542934417725
ResNet18 Stage2,15,0.002397527937210744,0.018310950453618417,0.9914677739143372,0.9928027987480164,0.9914677739143372,0.9920674562454224
MobileNetV3 Stage1,1,1.2421849649751813,0.38983091444344226,0.8431882858276367,0.8947613835334778,0.8431882858276367,0.8584185838699341
MobileNetV3 Stage1,2,0.40701809657352245,0.24854102945166764,0.9040716290473938,0.9180364608764648,0.9040716290473938,0.9084198474884033
MobileNetV3 Stage1,3,0.30828680253830076,0.19594234091105675,0.9294751286506653,0.9278862476348877,0.9294751286506653,0.9269959926605225
MobileNetV3 Stage1,4,0.2533657215032925,0.17221098625089143,0.9328981041908264,0.9314401149749756,0.9328981041908264,0.93146812915802
MobileNetV3 Stage1,5,0.22775859273171464,0.15336682752570613,0.941698431968689,0.9416484832763672,0.941698431968689,0.9402381181716919
MobileNetV3 Stage1,6,0.21070528045545578,0.14217010563030208,0.9469518065452576,0.9472724199295044,0.9469518065452576,0.9465655088424683
MobileNetV3 Stage1,7,0.19426706957374923,0.13084304190216217,0.9519969820976257,0.9508480429649353,0.9519969820976257,0.9511738419532776
MobileNetV3 Stage1,8,0.17611586563147072,0.12780711596970035,0.951092004776001,0.9532699584960938,0.951092004776001,0.9508854150772095
MobileNetV3 Stage1,9,0.17406002635252127,0.12406424189031014,0.9501113891601562,0.956134557723999,0.9501113891601562,0.9524168372154236
MobileNetV3 Stage1,10,0.16287816925184767,0.1210616135977762,0.9514122009277344,0.9547345638275146,0.9514122009277344,0.9520095586776733
MobileNetV3 Stage1,11,0.1527136691240955,0.11177476200957179,0.9613871574401855,0.9550015330314636,0.9613871574401855,0.9578576683998108
MobileNetV3 Stage1,12,0.14550152913051484,0.10525529977183462,0.9553006887435913,0.9560166597366333,0.9553006887435913,0.9553462266921997
MobileNetV3 Stage1,13,0.13984173196413854,0.10312889049743273,0.9581944346427917,0.9562008380889893,0.9581944346427917,0.9568264484405518
MobileNetV3 Stage1,14,0.1328732274107191,0.09839818429606616,0.9588264226913452,0.9563837051391602,0.9588264226913452,0.9570852518081665
MobileNetV3 Stage1,15,0.13012629497228415,0.09542226891637653,0.9609728455543518,0.9593974351882935,0.9609728455543518,0.9598864316940308
MobileNetV3 Stage2,1,0.12177803708948651,0.08918284343074186,0.9644293189048767,0.9646787047386169,0.9644293189048767,0.964425802230835
MobileNetV3 Stage2,2,0.11354379646189038,0.08900969361164879,0.962010383605957,0.9619026780128479,0.962010383605957,0.9614874124526978
MobileNetV3 Stage2,3,0.10307881315276135,0.08031710687318121,0.9652308821678162,0.9626003503799438,0.9652308821678162,0.963661789894104
MobileNetV3 Stage2,4,0.09837974994477043,0.07751336821461836,0.9639724493026733,0.9656732678413391,0.9639724493026733,0.9645562171936035
MobileNetV3 Stage2,5,0.09257526810147583,0.07493036549705315,0.9680550694465637,0.9647913575172424,0.9680550694465637,0.9659576416015625
MobileNetV3 Stage2,6,0.08514099021863737,0.07206528779094097,0.9683090448379517,0.9647021889686584,0.9683090448379517,0.9660705327987671
MobileNetV3 Stage2,7,0.08175505466517156,0.06908755339842182,0.9693212509155273,0.965280294418335,0.9693212509155273,0.966618537902832
MobileNetV3 Stage2,8,0.07534149952559162,0.06707369496736006,0.9695991277694702,0.9685465097427368,0.9695991277694702,0.968702495098114
MobileNetV3 Stage2,9,0.072873429310811,0.06651413105634035,0.9687250852584839,0.9686512351036072,0.9687250852584839,0.9685443639755249
MobileNetV3 Stage2,10,0.06970479445911451,0.06441983016010001,0.97059166431427,0.9688147902488708,0.97059166431427,0.9693901538848877
MobileNetV3 Stage2,11,0.06514470927597589,0.0631824054926213,0.97087562084198,0.9716271162033081,0.97087562084198,0.970500111579895
MobileNetV3 Stage2,12,0.06288531878214675,0.06035536119749826,0.9710818529129028,0.9721066951751709,0.9710818529129028,0.971272349357605
MobileNetV3 Stage2,13,0.06265153782472836,0.05829293567428858,0.9707376956939697,0.971948504447937,0.9707376956939697,0.970784068107605
MobileNetV3 Stage2,14,0.05505088115034802,0.0558127721809331,0.975417971611023,0.9741470813751221,0.975417971611023,0.9746411442756653
MobileNetV3 Stage2,15,0.05393534520456983,0.053932022276357905,0.9745752215385437,0.9746537804603577,0.9745752215385437,0.9744241237640381
